date,open,high,low,close,volume,vwap,transactions,ticker
2020-12-31,371.78,374.66,371.232,373.88,78412991.0,373.1967,301439,SPY
2021-01-04,375.31,375.45,364.82,368.79,110478457.0,369.352,623063,SPY
2021-01-05,368.1,372.5,368.05,371.33,66580764.0,370.3831,338927,SPY
2021-01-06,369.71,376.98,369.12,373.55,108201038.0,373.7995,575345,SPY
2021-01-07,376.1,379.9,375.91,379.1,66841612.0,378.2337,366621,SPY
2021-01-08,380.59,381.49,377.1,381.26,71623236.0,380.1117,391942,SPY
2021-01-11,377.85,380.58,377.7189,378.69,51151848.0,379.1381,331772,SPY
2021-01-12,378.89,379.86,376.36,378.77,52692394.0,378.6651,319575,SPY
2021-01-13,378.69,380.86,377.85,379.79,45408266.0,379.6581,285328,SPY
2021-01-14,380.59,381.13,378.1,378.46,49908476.0,379.6721,277221,SPY
2021-01-15,376.72,377.58,373.7,375.7,106102383.0,376.1028,427120,SPY
2021-01-19,378.34,379.23,376.75,378.65,51328803.0,378.0918,295711,SPY
2021-01-20,381.11,384.79,380.69,383.89,61211499.0,382.5785,295869,SPY
2021-01-21,384.49,384.95,383.25,384.24,47887079.0,384.2358,248076,SPY
2021-01-22,382.25,384.1256,381.835,382.88,52322581.0,383.1974,251682,SPY
2021-01-25,383.67,384.77,378.46,384.39,70594392.0,382.7642,445945,SPY
2021-01-26,385.41,385.85,383.54,383.79,41457243.0,384.4052,272405,SPY
2021-01-27,380.22,380.32,372.01,374.41,123465353.0,376.5794,712256,SPY
2021-01-28,376.36,381.93,375.89,377.63,94387034.0,378.4114,509965,SPY
2021-01-29,375.63,376.67,368.27,370.07,126537171.0,372.2035,730086,SPY
2021-02-01,373.72,377.34,371.42,376.23,76204131.0,374.487,414900,SPY
2021-02-02,379.65,383.22,379.6,381.55,64708569.0,381.4685,343861,SPY
2021-02-03,382.435,383.7,380.48,381.85,52656585.0,382.333,291488,SPY
2021-02-04,382.96,386.24,382.78,386.19,46732539.0,384.5356,266908,SPY
2021-02-05,388.2,388.47,386.485,387.71,48863539.0,387.4232,253236,SPY
2021-02-08,389.27,390.56,388.35,390.51,38535608.0,389.299,240713,SPY
2021-02-09,389.61,390.89,389.17,390.25,35775029.0,390.288,235682,SPY
2021-02-10,392.12,392.28,387.5,390.08,59170131.0,389.9511,352176,SPY
2021-02-11,391.24,391.69,388.1,390.71,43070000.0,390.1722,272446,SPY
2021-02-12,389.85,392.9,389.77,392.64,50749624.0,391.598,252471,SPY
2021-02-16,393.96,394.17,391.53,392.3,51250583.0,392.8844,321225,SPY
2021-02-17,390.42,392.66,389.33,392.39,53065043.0,391.3754,315322,SPY
2021-02-18,389.59,391.515,387.74,390.72,59927621.0,390.1047,329956,SPY
2021-02-19,392.07,392.38,389.55,390.03,82264583.0,390.7587,324229,SPY
2021-02-22,387.06,389.62,386.74,387.03,67525246.0,387.9619,339348,SPY
2021-02-23,384.66,388.945,380.2,387.5,107317266.0,385.139,633288,SPY
2021-02-24,386.33,392.23,385.27,391.77,72389150.0,389.4661,459121,SPY
2021-02-25,390.41,391.88,380.7789,382.33,146861885.0,385.8698,1093783,SPY
2021-02-26,384.35,385.58,378.23,380.36,152919040.0,382.2421,1019385,SPY
2021-03-01,385.59,390.92,385.54,389.58,105213631.0,388.222,570888,SPY
2021-03-02,389.82,390.07,386.0,386.54,79275461.0,388.2773,513110,SPY
2021-03-03,385.79,386.83,381.31,381.42,119374393.0,384.0218,807407,SPY
2021-03-04,381.22,384.0,371.88,376.7,183594701.0,378.286,1338749,SPY
2021-03-05,380.46,384.76,372.64,383.63,152047537.0,379.1479,1163089,SPY
2021-03-08,384.66,387.68,381.42,381.72,122590782.0,384.6991,893817,SPY
2021-03-09,385.85,389.91,385.31,387.17,113448927.0,387.287,623523,SPY
2021-03-10,389.69,391.4,388.1702,389.58,110153696.0,389.6238,743867,SPY
2021-03-11,392.23,395.65,391.74,393.53,86413504.0,393.216,489439,SPY
2021-03-12,392.07,394.21,391.2,394.06,64774109.0,392.8978,426070,SPY
2021-03-15,394.33,396.685,392.03,396.41,73796511.0,394.5227,442252,SPY
2021-03-16,397.07,397.83,395.08,395.91,73931454.0,396.5745,452545,SPY
2021-03-17,394.53,398.12,393.3,397.26,98019311.0,395.6922,613419,SPY
2021-03-18,394.475,396.72,390.75,391.48,115499892.0,393.9945,627922,SPY
2021-03-19,389.88,391.569,387.15,389.48,113940418.0,389.834,602499,SPY
2021-03-22,390.03,394.07,389.97,392.59,73807542.0,391.9155,380057,SPY
2021-03-23,391.91,393.46,388.66,389.5,90822581.0,391.2144,521211,SPY
2021-03-24,391.0,392.75,387.47,387.52,97941109.0,390.114,590737,SPY
2021-03-25,385.98,390.55,383.9,389.7,116251957.0,387.4372,730184,SPY
2021-03-26,390.93,396.41,390.29,395.98,114564012.0,392.5261,586090,SPY
2021-03-29,394.4,396.75,392.81,395.78,108206334.0,395.1982,609253,SPY
2021-03-30,394.42,395.45,393.02,394.73,76525361.0,394.4529,435225,SPY
2021-03-31,395.34,398.0,395.31,396.33,112809529.0,396.3384,481274,SPY
2021-04-01,398.4,400.67,398.18,400.61,99895578.0,398.279,389134,SPY
2021-04-05,403.46,406.94,403.38,406.36,91825660.0,404.9325,448794,SPY
2021-04-06,405.76,407.24,405.4,406.12,62239948.0,406.378,332056,SPY
2021-04-07,405.94,406.96,405.45,406.59,55675548.0,406.3138,309291,SPY
2021-04-08,407.93,408.58,406.93,408.52,57794487.0,407.7764,301050,SPY
2021-04-09,408.39,411.67,408.26,411.49,61267803.0,409.8054,332849,SPY
2021-04-12,410.85,411.93,410.2,411.64,56907047.0,411.186,329958,SPY
2021-04-13,411.53,413.529,411.12,412.86,56770624.0,412.2494,328522,SPY
2021-04-14,412.83,413.96,410.87,411.45,61758661.0,412.362,414582,SPY
2021-04-15,413.74,416.16,413.69,415.87,60298783.0,414.7335,381447,SPY
2021-04-16,417.25,417.91,415.73,417.26,82295202.0,416.9368,380965,SPY
2021-04-19,416.26,416.74,413.79,415.21,78626254.0,415.3593,455138,SPY
2021-04-20,413.91,415.0859,410.59,412.17,81981133.0,412.6764,482875,SPY
2021-04-21,411.51,416.29,411.36,416.07,66940318.0,414.5684,360284,SPY
2021-04-22,415.89,416.78,411.13,412.27,97638164.0,413.9405,590015,SPY
2021-04-23,412.87,418.25,412.79,416.74,73337139.0,415.659,363055,SPY
2021-04-26,417.44,418.22,416.97,417.61,52214900.0,417.5082,297404,SPY
2021-04-27,417.93,418.14,416.3,417.52,51484802.0,417.4828,301338,SPY
2021-04-28,417.81,419.01,416.9,417.4,51148801.0,417.7436,332653,SPY
2021-04-29,420.32,420.72,416.44,420.06,78779400.0,418.8354,452193,SPY
2021-04-30,417.63,418.54,416.34,417.3,85741191.0,417.6486,483015,SPY
2021-05-03,419.43,419.84,417.665,418.2,68340826.0,418.2948,382841,SPY
2021-05-04,416.07,416.6,411.67,415.62,101780093.0,414.475,638481,SPY
2021-05-05,417.38,417.63,414.94,415.75,60257756.0,416.2568,396017,SPY
2021-05-06,415.83,419.21,413.675,419.07,74442960.0,416.6705,500692,SPY
2021-05-07,419.89,422.815,419.16,422.12,67904191.0,421.614,431793,SPY
2021-05-10,422.5,422.74,417.81,417.94,82023882.0,420.4215,498569,SPY
2021-05-11,413.1,415.27,410.06,414.21,117104187.0,413.6393,802647,SPY
2021-05-12,411.23,412.59,404.0,405.41,134557560.0,408.3354,844321,SPY
2021-05-13,407.07,412.35,407.02,410.28,106574824.0,410.0025,722767,SPY
2021-05-14,413.21,417.49,413.18,416.58,82431395.0,415.2963,451304,SPY
2021-05-17,415.39,416.39,413.36,415.52,65231637.0,415.0019,446555,SPY
2021-05-18,415.8,416.06,411.77,411.94,59988588.0,414.3152,410366,SPY
2021-05-19,406.92,411.05,405.33,410.86,106399284.0,408.5827,740853,SPY
2021-05-20,411.8,416.625,411.67,415.28,78120117.0,414.3526,483768,SPY
2021-05-21,416.87,418.2,414.45,414.94,76761231.0,415.943,471827,SPY
2021-05-24,417.34,420.32,417.08,419.17,51609310.0,418.8735,329683,SPY
2021-05-25,420.33,420.71,417.62,418.24,57639401.0,418.8644,382277,SPY
2021-05-26,418.87,419.61,417.76,419.07,43267919.0,418.8257,308691,SPY
2021-05-27,420.17,420.72,419.12,419.29,56780925.0,419.7647,398523,SPY
2021-05-28,420.97,421.25,419.79,420.04,58178233.0,420.3828,340040,SPY
2021-06-01,422.57,422.72,419.2,419.67,54055887.0,420.2467,379475,SPY
2021-06-02,420.37,421.23,419.29,420.33,49195766.0,420.1838,309854,SPY
2021-06-03,417.85,419.99,416.28,418.77,58329399.0,418.7593,407471,SPY
2021-06-04,420.75,422.92,420.68,422.6,55807692.0,421.672,323607,SPY
2021-06-07,422.59,422.78,421.19,422.19,51704728.0,421.9857,321546,SPY
2021-06-08,423.11,423.21,420.32,422.28,46964278.0,422.1817,322191,SPY
2021-06-09,423.18,423.26,421.41,421.65,48444999.0,422.3273,286360,SPY
2021-06-10,422.96,424.63,421.55,423.61,51049901.0,423.3297,338424,SPY
2021-06-11,424.2,424.43,422.82,424.31,43234019.0,423.7817,258214,SPY
2021-06-14,424.43,425.37,423.1,425.26,42210255.0,424.0982,279892,SPY
2021-06-15,425.42,425.46,423.54,424.48,51671109.0,424.5186,301990,SPY
2021-06-16,424.63,424.87,419.92,422.11,79931518.0,422.489,649279,SPY
2021-06-17,421.67,423.02,419.32,421.97,91117086.0,421.8919,571245,SPY
2021-06-18,417.09,417.8281,414.7,414.92,118528545.0,416.803,718016,SPY
2021-06-21,416.8,421.06,415.93,420.86,72920873.0,419.2599,453658,SPY
2021-06-22,420.85,424.0,420.08,423.11,56977011.0,422.2165,351117,SPY
2021-06-23,423.19,424.05,422.51,422.6,49240348.0,423.175,291116,SPY
2021-06-24,424.89,425.55,424.62,425.1,45246597.0,424.8872,292709,SPY
2021-06-25,425.9,427.0943,425.55,426.61,58240132.0,426.2099,330093,SPY
2021-06-28,427.17,427.65,425.89,427.47,53354729.0,426.8197,296632,SPY
2021-06-29,427.88,428.56,427.13,427.7,35873804.0,427.8444,249144,SPY
2021-06-30,427.21,428.78,427.18,428.06,64517207.0,428.0337,316131,SPY
2021-07-01,428.87,430.6,428.8,430.43,53657782.0,429.7116,316827,SPY
2021-07-02,431.67,434.1,431.33,433.72,57852713.0,432.8409,313148,SPY
2021-07-06,433.78,434.01,430.01,432.93,68729063.0,432.1618,399106,SPY
2021-07-07,433.66,434.76,431.51,434.46,63714583.0,433.7315,390379,SPY
2021-07-08,428.78,431.73,427.52,430.92,97804861.0,430.1577,648986,SPY
2021-07-09,432.53,435.84,432.31,435.52,76378977.0,434.4412,394502,SPY
2021-07-12,435.43,437.35,434.97,437.08,52449266.0,436.5282,345868,SPY
2021-07-13,436.24,437.84,435.31,435.59,52790461.0,436.3838,365362,SPY
2021-07-14,437.4,437.92,434.91,436.24,64286151.0,436.3153,357507,SPY
2021-07-15,434.81,435.53,432.72,434.75,55212984.0,434.4532,421957,SPY
2021-07-16,436.01,436.06,430.92,431.34,72752672.0,433.2107,457243,SPY
2021-07-19,426.19,431.4089,421.97,424.97,147932133.0,424.4345,1020165,SPY
2021-07-20,425.68,432.42,424.83,431.06,99784841.0,429.6423,591627,SPY
2021-07-21,432.34,434.7,431.0111,434.55,64904513.0,433.4252,346365,SPY
2021-07-22,434.74,435.72,433.69,435.46,47963026.0,434.8862,315207,SPY
2021-07-23,437.52,440.3,436.79,439.94,63950573.0,438.521,376771,SPY
2021-07-26,439.31,441.03,439.26,441.02,43875088.0,440.195,283529,SPY
2021-07-27,439.91,439.94,435.99,439.01,67539148.0,438.2311,492000,SPY
2021-07-28,439.68,440.3,437.31,438.83,50894998.0,438.9868,391860,SPY
